id,product,city,category,priority,complaint_date,complaint
290,Tablet S,Hyderabad,Software,Medium,2025-09-13,My Tablet S has an issue: camera blurred.
291,Tablet S,Ahmedabad,Network,Medium,2025-12-25,My Tablet S has an issue: screen not working.
292,Earbuds Q,Chennai,Delivery,Medium,2025-12-01,My Earbuds Q has an issue: app crashes.
293,Smartwatch Z,Pune,Network,Medium,2025-03-31,My Smartwatch Z has an issue: screen not working.
294,Laptop Pro,Mumbai,Billing,High,2025-07-10,My Laptop Pro has an issue: camera blurred.
295,Tablet S,Hyderabad,Software,Medium,2025-08-14,My Tablet S has an issue: camera blurred.
296,Earbuds Q,Delhi,Billing,Low,2025-01-30,My Earbuds Q has an issue: shipment lost.
297,Earbuds Q,Hyderabad,Hardware,High,2025-08-30,My Earbuds Q has an issue: no sound.
298,Smartwatch Z,Delhi,Software,Medium,2025-06-11,My Smartwatch Z has an issue: wifi disconnects.
299,Earbuds Q,Delhi,Network,Low,2025-08-05,My Earbuds Q has an issue: delivery delayed.
300,Tablet S,Kolkata,Billing,Critical,2025-04-22,My Tablet S has an issue: wifi disconnects.
301,Earbuds Q,Ahmedabad,Delivery,High,2025-01-17,My Earbuds Q has an issue: shipment lost.
302,Phone X,Pune,Network,Medium,2025-08-11,My Phone X has an issue: payment failed.
303,Phone X,Delhi,Software,Low,2025-06-10,My Phone X has an issue: shipment lost.
304,Tablet S,Hyderabad,Software,Medium,2025-11-11,My Tablet S has an issue: battery drains fast.
305,Phone X,Ahmedabad,Software,Critical,2025-10-19,My Phone X has an issue: screen not working.
306,Tablet S,Lucknow,Network,High,2025-07-28,My Tablet S has an issue: no sound.
307,Earbuds Q,Bangalore,Delivery,High,2025-06-01,My Earbuds Q has an issue: payment failed.
308,Tablet S,Pune,Delivery,Medium,2025-11-06,My Tablet S has an issue: app crashes.
309,Tablet S,Pune,Network,Low,2025-08-14,My Tablet S has an issue: wifi disconnects.
310,Tablet S,Ahmedabad,Delivery,Medium,2025-12-14,My Tablet S has an issue: app crashes.
311,Earbuds Q,Delhi,Software,Low,2025-11-12,My Earbuds Q has an issue: app crashes.
312,Earbuds Q,Mumbai,Software,High,2025-01-17,My Earbuds Q has an issue: camera blurred.
313,Earbuds Q,Bangalore,Billing,Medium,2025-05-15,My Earbuds Q has an issue: app crashes.
314,Earbuds Q,Jaipur,Delivery,High,2025-02-15,My Earbuds Q has an issue: screen not working.
315,Tablet S,Ahmedabad,Network,Medium,2025-05-17,My Tablet S has an issue: app crashes.
316,Phone X,Ahmedabad,Hardware,High,2025-05-17,My Phone X has an issue: wifi disconnects.
317,Earbuds Q,Hyderabad,Billing,Low,2025-10-18,My Earbuds Q has an issue: wifi disconnects.
318,Earbuds Q,Kolkata,Billing,Medium,2025-06-28,My Earbuds Q has an issue: no sound.
319,Phone X,Mumbai,Network,Critical,2025-10-02,My Phone X has an issue: shipment lost.
320,Laptop Pro,Chennai,Software,Low,2025-05-23,My Laptop Pro has an issue: delivery delayed.
321,Tablet S,Jaipur,Hardware,Low,2025-06-06,My Tablet S has an issue: payment failed.
322,Earbuds Q,Bangalore,Billing,Medium,2025-12-01,My Earbuds Q has an issue: battery drains fast.
323,Tablet S,Lucknow,Billing,Medium,2025-03-15,My Tablet S has an issue: wifi disconnects.
324,Phone X,Kolkata,Delivery,Low,2025-03-25,My Phone X has an issue: battery drains fast.
325,Smartwatch Z,Bangalore,Billing,Low,2025-05-05,My Smartwatch Z has an issue: shipment lost.
326,Smartwatch Z,Hyderabad,Billing,Medium,2025-05-20,My Smartwatch Z has an issue: no sound.
327,Phone X,Bangalore,Network,Critical,2025-12-21,My Phone X has an issue: app crashes.
328,Phone X,Pune,Network,Low,2025-06-06,My Phone X has an issue: camera blurred.
329,Laptop Pro,Bangalore,Software,Low,2025-09-04,My Laptop Pro has an issue: delivery delayed.
330,Earbuds Q,Hyderabad,Hardware,Medium,2025-07-13,My Earbuds Q has an issue: payment failed.
331,Laptop Pro,Pune,Network,Medium,2025-05-04,My Laptop Pro has an issue: shipment lost.
332,Laptop Pro,Jaipur,Delivery,High,2025-11-29,My Laptop Pro has an issue: screen not working.
333,Tablet S,Bangalore,Hardware,Medium,2025-12-25,My Tablet S has an issue: app crashes.
334,Smartwatch Z,Mumbai,Network,Low,2025-03-18,My Smartwatch Z has an issue: app crashes.
335,Phone X,Delhi,Delivery,Medium,2025-05-17,My Phone X has an issue: camera blurred.
336,Phone X,Kolkata,Delivery,Medium,2025-06-27,My Phone X has an issue: device overheating.
337,Laptop Pro,Bangalore,Network,Medium,2025-05-17,My Laptop Pro has an issue: wifi disconnects.
338,Smartwatch Z,Hyderabad,Hardware,Low,2025-07-31,My Smartwatch Z has an issue: payment failed.
339,Smartwatch Z,Chennai,Hardware,Low,2025-01-21,My Smartwatch Z has an issue: screen not working.
340,Phone X,Delhi,Delivery,Low,2025-12-29,My Phone X has an issue: shipment lost.
341,Tablet S,Hyderabad,Billing,Medium,2025-05-15,My Tablet S has an issue: battery drains fast.
342,Laptop Pro,Bangalore,Software,Medium,2025-07-31,My Laptop Pro has an issue: payment failed.
343,Laptop Pro,Jaipur,Billing,High,2025-12-18,My Laptop Pro has an issue: no sound.
344,Phone X,Bangalore,Billing,Medium,2025-06-24,My Phone X has an issue: battery drains fast.
345,Phone X,Chennai,Software,Medium,2025-05-12,My Phone X has an issue: screen not working.
346,Phone X,Lucknow,Software,Low,2025-04-25,My Phone X has an issue: screen not working.
347,Earbuds Q,Ahmedabad,Hardware,Medium,2025-11-01,My Earbuds Q has an issue: camera blurred.
348,Earbuds Q,Delhi,Hardware,Medium,2025-01-25,My Earbuds Q has an issue: no sound.
349,Earbuds Q,Bangalore,Delivery,Low,2025-12-23,My Earbuds Q has an issue: device overheating.
350,Earbuds Q,Mumbai,Network,Low,2025-11-15,My Earbuds Q has an issue: device overheating.
351,Smartwatch Z,Kolkata,Hardware,Low,2025-05-09,My Smartwatch Z has an issue: wifi disconnects.
352,Earbuds Q,Delhi,Delivery,Low,2025-05-22,My Earbuds Q has an issue: camera blurred.
353,Laptop Pro,Chennai,Billing,High,2025-09-22,My Laptop Pro has an issue: battery drains fast.
354,Smartwatch Z,Ahmedabad,Hardware,High,2025-06-07,My Smartwatch Z has an issue: device overheating.
355,Earbuds Q,Chennai,Software,High,2025-03-12,My Earbuds Q has an issue: wifi disconnects.
356,Phone X,Delhi,Software,Medium,2025-09-12,My Phone X has an issue: no sound.
357,Smartwatch Z,Delhi,Software,Medium,2025-10-14,My Smartwatch Z has an issue: delivery delayed.
358,Phone X,Bangalore,Delivery,Medium,2025-11-11,My Phone X has an issue: shipment lost.
359,Tablet S,Pune,Delivery,Medium,2025-05-01,My Tablet S has an issue: payment failed.
360,Laptop Pro,Jaipur,Delivery,Low,2025-10-14,My Laptop Pro has an issue: battery drains fast.
361,Phone X,Pune,Network,Low,2025-12-07,My Phone X has an issue: no sound.
362,Tablet S,Hyderabad,Network,Critical,2025-09-29,My Tablet S has an issue: camera blurred.
363,Tablet S,Pune,Billing,Low,2025-12-06,My Tablet S has an issue: app crashes.
364,Laptop Pro,Chennai,Hardware,Medium,2025-04-01,My Laptop Pro has an issue: battery drains fast.
365,Laptop Pro,Mumbai,Hardware,Medium,2025-12-29,My Laptop Pro has an issue: wifi disconnects.
366,Earbuds Q,Chennai,Delivery,Medium,2025-07-29,My Earbuds Q has an issue: camera blurred.
367,Smartwatch Z,Hyderabad,Software,Critical,2025-10-30,My Smartwatch Z has an issue: device overheating.
368,Laptop Pro,Hyderabad,Delivery,Low,2025-03-06,My Laptop Pro has an issue: screen not working.
369,Earbuds Q,Bangalore,Delivery,Medium,2025-01-04,My Earbuds Q has an issue: device overheating.
370,Smartwatch Z,Pune,Billing,Critical,2025-02-07,My Smartwatch Z has an issue: app crashes.
371,Tablet S,Kolkata,Software,Low,2025-02-24,My Tablet S has an issue: shipment lost.
372,Phone X,Hyderabad,Delivery,Low,2025-07-31,My Phone X has an issue: screen not working.
373,Laptop Pro,Bangalore,Hardware,Low,2025-09-14,My Laptop Pro has an issue: no sound.
374,Smartwatch Z,Kolkata,Software,High,2025-07-20,My Smartwatch Z has an issue: screen not working.
375,Earbuds Q,Delhi,Network,Low,2025-04-12,My Earbuds Q has an issue: battery drains fast.
376,Phone X,Bangalore,Hardware,Low,2025-03-04,My Phone X has an issue: payment failed.
377,Earbuds Q,Chennai,Delivery,Low,2025-05-17,My Earbuds Q has an issue: wifi disconnects.
378,Laptop Pro,Chennai,Delivery,Low,2025-06-25,My Laptop Pro has an issue: battery drains fast.
379,Laptop Pro,Kolkata,Billing,Low,2025-08-06,My Laptop Pro has an issue: payment failed.
380,Earbuds Q,Delhi,Billing,Low,2025-12-13,My Earbuds Q has an issue: wifi disconnects.
381,Earbuds Q,Delhi,Delivery,Medium,2025-09-26,My Earbuds Q has an issue: battery drains fast.
382,Smartwatch Z,Chennai,Delivery,Medium,2025-02-11,My Smartwatch Z has an issue: shipment lost.
383,Tablet S,Pune,Network,Medium,2025-09-18,My Tablet S has an issue: camera blurred.
384,Phone X,Hyderabad,Hardware,Medium,2025-03-01,My Phone X has an issue: delivery delayed.
385,Laptop Pro,Delhi,Network,Low,2025-02-13,My Laptop Pro has an issue: wifi disconnects.
386,Smartwatch Z,Bangalore,Hardware,Medium,2025-09-27,My Smartwatch Z has an issue: camera blurred.
387,Smartwatch Z,Jaipur,Software,Low,2025-04-21,My Smartwatch Z has an issue: camera blurred.
388,Laptop Pro,Delhi,Billing,Low,2025-12-25,My Laptop Pro has an issue: wifi disconnects.
389,Smartwatch Z,Chennai,Network,Low,2025-11-10,My Smartwatch Z has an issue: payment failed.
390,Laptop Pro,Ahmedabad,Hardware,Low,2025-07-07,My Laptop Pro has an issue: no sound.
391,Laptop Pro,Delhi,Delivery,Medium,2025-06-16,My Laptop Pro has an issue: delivery delayed.
392,Phone X,Kolkata,Hardware,Medium,2025-08-06,My Phone X has an issue: battery drains fast.
393,Earbuds Q,Mumbai,Hardware,Medium,2025-03-13,My Earbuds Q has an issue: camera blurred.
394,Laptop Pro,Kolkata,Network,Medium,2025-11-01,My Laptop Pro has an issue: battery drains fast.
395,Earbuds Q,Bangalore,Network,Low,2025-01-30,My Earbuds Q has an issue: payment failed.
396,Smartwatch Z,Delhi,Delivery,High,2025-04-07,My Smartwatch Z has an issue: delivery delayed.
397,Phone X,Jaipur,Hardware,Medium,2025-06-28,My Phone X has an issue: wifi disconnects.
398,Earbuds Q,Hyderabad,Software,Medium,2025-08-24,My Earbuds Q has an issue: camera blurred.
399,Tablet S,Delhi,Network,Medium,2025-09-08,My Tablet S has an issue: device overheating.
400,Tablet S,Jaipur,Hardware,Medium,2025-03-20,My Tablet S has an issue: wifi disconnects.
401,Earbuds Q,Pune,Hardware,Medium,2025-02-27,My Earbuds Q has an issue: shipment lost.
402,Phone X,Mumbai,Hardware,Medium,2025-05-08,My Phone X has an issue: delivery delayed.
403,Laptop Pro,Kolkata,Software,Low,2025-08-01,My Laptop Pro has an issue: camera blurred.
404,Earbuds Q,Bangalore,Network,Low,2025-01-12,My Earbuds Q has an issue: delivery delayed.
405,Smartwatch Z,Pune,Billing,High,2025-07-09,My Smartwatch Z has an issue: shipment lost.
406,Earbuds Q,Ahmedabad,Software,Medium,2025-07-17,My Earbuds Q has an issue: battery drains fast.
407,Earbuds Q,Mumbai,Network,High,2025-03-26,My Earbuds Q has an issue: app crashes.
408,Earbuds Q,Chennai,Delivery,High,2025-07-15,My Earbuds Q has an issue: no sound.
409,Smartwatch Z,Bangalore,Network,Medium,2025-12-25,My Smartwatch Z has an issue: shipment lost.
410,Smartwatch Z,Hyderabad,Network,Critical,2025-06-03,My Smartwatch Z has an issue: app crashes.
411,Laptop Pro,Kolkata,Software,Low,2025-10-17,My Laptop Pro has an issue: camera blurred.
412,Earbuds Q,Jaipur,Delivery,Critical,2025-06-15,My Earbuds Q has an issue: camera blurred.
413,Laptop Pro,Hyderabad,Network,Medium,2025-02-13,My Laptop Pro has an issue: device overheating.
414,Earbuds Q,Mumbai,Network,Medium,2025-02-24,My Earbuds Q has an issue: device overheating.
415,Phone X,Kolkata,Billing,Low,2025-07-01,My Phone X has an issue: payment failed.
416,Tablet S,Ahmedabad,Network,Medium,2025-07-12,My Tablet S has an issue: shipment lost.
417,Laptop Pro,Lucknow,Software,Low,2025-01-02,My Laptop Pro has an issue: battery drains fast.
418,Phone X,Delhi,Delivery,Medium,2025-04-08,My Phone X has an issue: payment failed.
419,Smartwatch Z,Ahmedabad,Hardware,High,2025-09-16,My Smartwatch Z has an issue: payment failed.
420,Smartwatch Z,Pune,Software,High,2025-09-09,My Smartwatch Z has an issue: wifi disconnects.
421,Laptop Pro,Kolkata,Delivery,Low,2025-07-28,My Laptop Pro has an issue: payment failed.
422,Smartwatch Z,Kolkata,Software,Medium,2025-08-15,My Smartwatch Z has an issue: screen not working.
423,Smartwatch Z,Bangalore,Network,Medium,2025-11-09,My Smartwatch Z has an issue: app crashes.
424,Phone X,Bangalore,Delivery,Low,2025-08-01,My Phone X has an issue: battery drains fast.
425,Tablet S,Hyderabad,Network,Medium,2025-03-30,My Tablet S has an issue: camera blurred.
426,Laptop Pro,Jaipur,Software,Low,2025-02-11,My Laptop Pro has an issue: delivery delayed.
427,Smartwatch Z,Lucknow,Network,High,2025-08-24,My Smartwatch Z has an issue: camera blurred.
428,Smartwatch Z,Hyderabad,Network,Medium,2025-10-27,My Smartwatch Z has an issue: battery drains fast.
429,Tablet S,Ahmedabad,Network,Low,2025-12-05,My Tablet S has an issue: payment failed.
430,Tablet S,Ahmedabad,Delivery,Medium,2025-02-09,My Tablet S has an issue: screen not working.
431,Phone X,Mumbai,Delivery,Low,2025-03-17,My Phone X has an issue: shipment lost.
432,Tablet S,Delhi,Hardware,Medium,2025-05-08,My Tablet S has an issue: no sound.
433,Phone X,Chennai,Network,Medium,2025-01-01,My Phone X has an issue: payment failed.
434,Laptop Pro,Jaipur,Delivery,Medium,2025-08-04,My Laptop Pro has an issue: screen not working.
435,Earbuds Q,Ahmedabad,Billing,Medium,2025-10-05,My Earbuds Q has an issue: wifi disconnects.
436,Smartwatch Z,Mumbai,Network,Low,2025-04-01,My Smartwatch Z has an issue: app crashes.
437,Phone X,Ahmedabad,Software,High,2025-05-02,My Phone X has an issue: delivery delayed.
438,Smartwatch Z,Hyderabad,Software,Medium,2025-06-15,My Smartwatch Z has an issue: wifi disconnects.
439,Smartwatch Z,Jaipur,Software,Medium,2025-11-16,My Smartwatch Z has an issue: screen not working.
440,Phone X,Ahmedabad,Billing,High,2025-01-05,My Phone X has an issue: delivery delayed.
441,Laptop Pro,Pune,Delivery,Medium,2025-05-09,My Laptop Pro has an issue: battery drains fast.
442,Phone X,Jaipur,Software,High,2025-10-15,My Phone X has an issue: camera blurred.
443,Laptop Pro,Pune,Network,Medium,2025-06-16,My Laptop Pro has an issue: delivery delayed.
444,Phone X,Ahmedabad,Delivery,Medium,2025-07-15,My Phone X has an issue: screen not working.
445,Laptop Pro,Pune,Billing,High,2025-09-13,My Laptop Pro has an issue: payment failed.
446,Smartwatch Z,Bangalore,Billing,Medium,2025-12-13,My Smartwatch Z has an issue: device overheating.
447,Smartwatch Z,Delhi,Network,Medium,2025-01-08,My Smartwatch Z has an issue: camera blurred.
448,Smartwatch Z,Pune,Software,Medium,2025-01-12,My Smartwatch Z has an issue: no sound.
449,Phone X,Delhi,Delivery,Medium,2025-05-28,My Phone X has an issue: app crashes.
450,Smartwatch Z,Jaipur,Hardware,Medium,2025-10-22,My Smartwatch Z has an issue: screen not working.
451,Smartwatch Z,Ahmedabad,Hardware,High,2025-05-16,My Smartwatch Z has an issue: camera blurred.
452,Laptop Pro,Bangalore,Network,Medium,2025-07-29,My Laptop Pro has an issue: device overheating.
453,Earbuds Q,Lucknow,Network,High,2025-06-30,My Earbuds Q has an issue: wifi disconnects.
454,Phone X,Bangalore,Delivery,Medium,2025-02-12,My Phone X has an issue: wifi disconnects.
455,Smartwatch Z,Lucknow,Hardware,Medium,2025-11-25,My Smartwatch Z has an issue: battery drains fast.
456,Tablet S,Delhi,Hardware,Medium,2025-02-21,My Tablet S has an issue: shipment lost.
457,Tablet S,Kolkata,Hardware,Low,2025-12-31,My Tablet S has an issue: battery drains fast.
458,Smartwatch Z,Bangalore,Software,Medium,2025-02-22,My Smartwatch Z has an issue: delivery delayed.
459,Earbuds Q,Pune,Software,Low,2025-02-22,My Earbuds Q has an issue: delivery delayed.
460,Earbuds Q,Pune,Billing,Low,2025-12-19,My Earbuds Q has an issue: delivery delayed.
461,Earbuds Q,Jaipur,Hardware,Medium,2025-07-17,My Earbuds Q has an issue: camera blurred.
462,Tablet S,Jaipur,Software,Medium,2025-01-25,My Tablet S has an issue: wifi disconnects.
463,Earbuds Q,Ahmedabad,Billing,Low,2025-09-12,My Earbuds Q has an issue: device overheating.
464,Tablet S,Hyderabad,Billing,Low,2025-05-08,My Tablet S has an issue: screen not working.
465,Laptop Pro,Bangalore,Network,Low,2025-03-15,My Laptop Pro has an issue: payment failed.
466,Tablet S,Ahmedabad,Delivery,Low,2025-04-16,My Tablet S has an issue: app crashes.
467,Smartwatch Z,Hyderabad,Software,High,2025-06-10,My Smartwatch Z has an issue: payment failed.
468,Phone X,Jaipur,Network,Low,2025-10-01,My Phone X has an issue: camera blurred.
469,Smartwatch Z,Chennai,Software,High,2025-06-24,My Smartwatch Z has an issue: screen not working.
470,Earbuds Q,Bangalore,Software,High,2025-01-22,My Earbuds Q has an issue: delivery delayed.
471,Tablet S,Chennai,Billing,Medium,2025-01-03,My Tablet S has an issue: camera blurred.
472,Earbuds Q,Pune,Billing,Medium,2025-11-01,My Earbuds Q has an issue: wifi disconnects.
473,Earbuds Q,Ahmedabad,Hardware,Low,2025-03-26,My Earbuds Q has an issue: no sound.
474,Tablet S,Lucknow,Billing,Medium,2025-08-12,My Tablet S has an issue: device overheating.
475,Phone X,Jaipur,Billing,High,2025-02-23,My Phone X has an issue: shipment lost.
476,Tablet S,Hyderabad,Network,Medium,2025-06-14,My Tablet S has an issue: screen not working.
477,Tablet S,Jaipur,Billing,Low,2025-09-27,My Tablet S has an issue: delivery delayed.
478,Laptop Pro,Bangalore,Billing,Medium,2025-05-24,My Laptop Pro has an issue: payment failed.
479,Laptop Pro,Bangalore,Hardware,High,2025-01-01,My Laptop Pro has an issue: camera blurred.
480,Laptop Pro,Chennai,Delivery,Medium,2025-08-08,My Laptop Pro has an issue: screen not working.
481,Laptop Pro,Jaipur,Network,Medium,2025-09-27,My Laptop Pro has an issue: battery drains fast.
482,Smartwatch Z,Hyderabad,Hardware,High,2025-09-12,My Smartwatch Z has an issue: screen not working.
483,Laptop Pro,Bangalore,Hardware,Medium,2025-03-30,My Laptop Pro has an issue: no sound.
484,Earbuds Q,Jaipur,Delivery,High,2025-02-28,My Earbuds Q has an issue: payment failed.
485,Laptop Pro,Lucknow,Billing,High,2025-05-20,My Laptop Pro has an issue: payment failed.
486,Laptop Pro,Kolkata,Software,Medium,2025-12-28,My Laptop Pro has an issue: wifi disconnects.
487,Phone X,Ahmedabad,Delivery,Medium,2025-08-18,My Phone X has an issue: payment failed.
488,Smartwatch Z,Lucknow,Delivery,Low,2025-06-29,My Smartwatch Z has an issue: camera blurred.
